"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Gypsy5-I_DR:Gypsy:LTR",108.810008504448,0.263672372037786,0.267760559921675,0.984731926594846,0.324755766011777,0.58699170541166
"Gypsy5-LTR_DR:Gypsy:LTR",38.0049656721934,-0.0232125731614124,0.2326138843731,-0.0997901446165643,0.920510932450995,0.972951276095179
"Gypsy50-I_DR:Gypsy:LTR",47.3530770659352,0.274634721617651,0.348414318182947,0.788241777920975,0.430555296233292,0.679352496292217
"Gypsy50-LTR_DR:Gypsy:LTR",61.9332315141002,-0.0317031869359481,0.163098061877225,-0.194381138384178,0.845877457640208,0.952257333569413
"Gypsy51-I_DR:Gypsy:LTR",54.3466422529321,0.086355056760947,0.317659659223542,0.27184772838964,0.785739104698841,0.921086071866619
"Gypsy51-LTR_DR:Gypsy:LTR",8.87961128330252,-0.912528363813136,0.411011712273359,-2.22020038982788,0.0264051678724711,0.184654070501281
"Gypsy52-I_DR:Gypsy:LTR",34.9483535033565,-0.544803932655726,0.49869693853129,-1.09245493718134,0.27463318711969,0.543902444803449
"Gypsy52-LTR_DR:Gypsy:LTR",21.7086311615438,0.0572922549467424,0.446759292108025,0.128239649311847,0.89795932348018,0.968549041394023
"Gypsy53-I_DR:Gypsy:LTR",14.1886259490551,-0.203158041309486,0.690560555877881,-0.294192941633076,0.768610473885325,0.913531619034131
"Gypsy53-LTR_DR:Gypsy:LTR",1.31914265607622,-2.40090352646832,1.14007567721369,-2.10591592685852,0.0352116559412987,0.212527494788553
"Gypsy54-I_DR:Gypsy:LTR",36.8317889124649,0.616271565844861,0.373810422306087,1.64862060839021,0.0992253840389385,0.331096994455391
"Gypsy54-LTR_DR:Gypsy:LTR",9.65833544438546,0.332708434304297,0.419666257844802,0.792792911235998,0.427898487256751,0.677951665747415
"Gypsy55-I_DR:Gypsy:LTR",11.7021773902701,-1.40449936222285,0.648476712231038,-2.16584394741142,0.030323113795178,0.196658862267604
"Gypsy55-LTR_DR:Gypsy:LTR",0.859957952922867,-0.598525555080931,1.19139720237668,-0.502372805548773,0.615405304604972,0.8209936432963
"Gypsy56-I_DR:Gypsy:LTR",14.8395916166605,-0.613466158777457,0.380485766696195,-1.61232354130947,0.106891553142432,0.337178330681604
"Gypsy57-I_DR:Gypsy:LTR",4.08227768728637,-0.916671905260045,0.698635244163872,-1.31208940991392,0.189489968730454,0.451756644652744
"Gypsy57-LTR_DR:Gypsy:LTR",8.95823746210135,-0.209726565126832,0.540345100145129,-0.388134481224133,0.697916515940055,0.882403176013985
